schema:award,schema:countryOfOrigin,schema:sourceOrganization,schema:coursePrerequisites,schema:citation,schema:courseCode,schema:copyrightNotice,schema:discussionUrl,schema:license,schema:associatedMedia,schema:additionalType,schema:availableLanguage,schema:mainEntityOfPage,schema:accessibilitySummary,schema:educationalCredentialAwarded,schema:awards,schema:fileFormat,schema:totalHistoricalEnrollment,schema:acquireLicensePage,schema:name,schema:contentReferenceTime,schema:text,schema:financialAidEligible,dcterms:identifier,schema:position,schema:creator,schema:creditText,schema:teaches,schema:schemaVersion,schema:maintainer,schema:encoding,schema:isBasedOnUrl,schema:owner,schema:pattern,schema:video,schema:audio,schema:dateCreated,schema:publication,schema:translator,schema:learningResourceType,schema:sdPublisher,schema:offers,schema:material,schema:funder,schema:thumbnail,schema:contentLocation,schema:about,schema:contributor,schema:workTranslation,schema:comment,schema:headline,schema:spatial,schema:sdLicense,schema:copyrightYear,schema:numberOfCredits,schema:educationalLevel,schema:creativeWorkStatus,schema:sponsor,schema:author,schema:translationOfWork,schema:commentCount,schema:audience,schema:datePublished,schema:temporalCoverage,schema:mainEntity,schema:subjectOf,schema:materialExtent,schema:releasedEvent,schema:timeRequired,schema:inLanguage,schema:assesses,schema:temporal,schema:encodingFormat,schema:hasCourseInstance,schema:producer,schema:editEIDR,schema:character,schema:alternativeHeadline,schema:mentions,schema:syllabusSections,schema:publisher,schema:conditionsOfAccess,schema:educationalAlignment,schema:educationalUse,schema:interpretedAsClaim,schema:accessModeSufficient,schema:digitalSourceType,schema:version,schema:priceCurrency,schema:contentRating,schema:genre,schema:recordedAt,schema:url,schema:isBasedOn,schema:accessibilityAPI,schema:archivedAt,schema:publishingPrinciples,schema:interactionStatistic,schema:copyrightHolder,schema:thumbnailUrl,schema:hasPart,schema:reviews,schema:encodings,schema:typicalAgeRange,schema:image,schema:isFamilyFriendly,schema:description,schema:price,schema:isPartOf,schema:abstract,schema:keywords,schema:disambiguatingDescription,schema:workExample,schema:correction,schema:usageInfo,schema:expires,schema:displayLocation,schema:locationCreated,schema:accessibilityFeature,schema:provider,schema:accountablePerson,schema:sdDatePublished,schema:accessMode,schema:wordCount,schema:funding,schema:sameAs,schema:size,schema:exampleOfWork,schema:accessibilityHazard,schema:dateModified,schema:accessibilityControl,schema:interactivityType,schema:isAccessibleForFree,schema:potentialAction,schema:publisherImprint,schema:alternateName,schema:occupationalCredentialAwarded,schema:review,schema:editor,schema:aggregateRating,schema:offers_url,schema:spatialCoverage
,,,,,,,,,,,,,,,,,,,Cultura de servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,Comercio,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100320,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/c48f8e87-4b80-4b99-8a51-fd5057985aee.png,,"¡Bienvenido!  
 En esta capacitación identificarás los elementos, técnicas y herramientas que te servirán para construir una cultura de servicio enfocada al cliente que te permita valorar a todas y cada una de las personas que ayudan al éxito de tu empresa.  
 ¡Te deseamos mucho éxito!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Florista,,,,,,,,,,,,,,,,,,,,,,,,,,,Comercio,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100333,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/e13d808a-0e49-4650-b278-629e6d3e2786.png,,¡Bienvenido! En este curso aprenderás a diseñar y crear arreglos florales aplicando técnicas y cuidados para preservar su frescura.,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Impulsa tus ventas usando IA,,,,,,,,,,,,,,,,,,,,,,,,,,,Comercio,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100862,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/32b94c9b-2fb2-493c-82f1-173a9e6c1bf0.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Introducción al retail,,,,,,,,,,,,,,,,,,,,,,,,,,,Comercio,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100916,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/8e28ebc2-d0a0-41d6-a8ba-3a2c0d72f9f7.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Electricista (Desactualizado),,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,4,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/1,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/5c4a4373-c1ac-496c-9efe-46a86ad54136.png,,"¡Bienvenido! 
 Aprende a planear una instalación eléctrica y a resolver problemas de conectividad en una casa, edificio o lugar de trabajo. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Carpintero,,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/4,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/848910f2-a898-4499-9536-9a59149ddac3.png,,"¡Bienvenido!   
  Conoce las herramientas, técnicas y materiales que se utilizan para elaborar o reparar muebles, accesorios y estructuras de madera.                 
  ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Soldador y oxicortador (Desactualizado),,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,4,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/7,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/53961d39-d252-4766-a3d6-6ce434477d63.png,,"¡Bienvenido! 
 Ser un soldador es importante para varios sectores de la industria, ya que pueden unir y reparar equipos o productos que contienen material metálico. Además, un soldador puede especializarse en la técnica de oxicorte. 
 En esta capacitación, aprenderás a identificar las técnicas y materiales implementados para realizar las diversas fases de tu trabajo, las medidas de seguridad así como la aplicación de estos conocimientos. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Albañil,,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/9,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/9e660492-7442-4a03-b962-189a295022b0.png,,"¡Bienvenido! 
 Aprende a construir desde una casa hasta un edificio. Conoce las áreas de trabajo, identifica las actividades que vas a realizar y maneja las herramientas y materiales con los que vas a trabajar. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"Herrero, balconero, aluminador y forjador",,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/11,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/448030ad-5ae8-4685-9e3e-41037b831442.png,,"¡Bienvenido! 
 Aquí aprenderás las técnicas, herramientas y medidas de seguridad con las que podrás cortar, ensamblar, soldar, pulir y darle forma a distintos metales para crear herramientas, muebles, puertas, ventanas, barandales y balcones. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"Plomeros, fontaneros e instaladores de tubería",,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/12,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/db2c2fb1-dc82-4827-b9bd-d33bb7349f9b.png,,"¡Bienvenido! 
 Aprende a hacer instalaciones hidráulicas, sanitarias y de gas. Conoce las herramientas para realizarlas, interpreta planos y calcula el material a utilizar. Además, al terminar el curso sabrás instalar calentadores solares. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Instalador de pisos de loseta,,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/23,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/d5a1087b-42b2-425b-8652-88262081a7a3.png,,"¡Bienvenido! 
 En este curso aprenderás a trazar, nivelar, cortar e instalar pisos y muros con recubrimientos cerámicos y de piedra, para mejorar su apariencia. El campo laboral es muy amplio, por eso al terminar el curso, puedes iniciar tu propio negocio o trabajar en una empresa. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Pintor,,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/24,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/5f958b4e-ea2b-460e-a144-1fe94d80a988.png,,"¡Bienvenido! 
 Capacítate para realizar trabajos de pintura decorativa, reparar daños en pintura y superficies, además de aprender a aplicar barniz y pintura en distintos materiales como madera y metal. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Reparador de aire acondicionado,,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/27,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/f85f3e2a-cb5c-485a-ad67-7af75d5cf014.png,,"¡Bienvenido!  
  Prepárate para dar mantenimiento preventivo y correctivo a equipos de aire acondicionado. Conoce las herramientas y los conceptos básicos de electricidad, comportamiento de líquidos y gases, además de saber interpretar diagramas eléctricos.   
  ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Instalador de tejados,,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/29,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/6a9e81f9-4adb-4673-8aad-3928cde52032.png,,"¡Bienvenido! 
 Conoce los tipos de tejas, métodos y procesos para instalarlas con las herramientas adecuadas, y aprende a impermeabilizar superficies, instalar azoteas verdes y paneles solares. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Instalador de paneles de yeso,,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/30,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/3502edd8-c937-4a78-9180-4b9d069838ef.png,,"¡Bienvenido!  
  Adquiere los conocimientos y habilidades para modificar cualquier espacio instalando muros y plafones con paneles de yeso. Además, aprenderás a diseñar muebles como: libreros, closets y repisas.  
  ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Autoconstrucción,,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/187,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/1304cf13-8ee1-475d-9c60-0e1082a64e45.png,,Con este curso aprenderás paso a paso como construir tú mismo tu vivienda rural. Este curso se acompaña también de una Guía descargable del contenido del curso. Sigue todas las recomendaciones de seguridad que se mencionan y concluye con éxito tu labor de autoconstrucción.,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Guía de autoconstrucción,,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/205,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/9a0d26c8-47b7-4f09-9b8b-e2393d5a202a.png,,"Da clic sobre la imagen para descargar el documento.  
   
  Si no puedes ver la imagen da clic en este enlace   ""Guía de autoconstrucción""",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Guía de reparación vivienda rural,,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/206,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/96f1e432-a2a4-4853-8d83-0cb04f831575.png,,"Da clic sobre la imagen para descargar el documento.    
   
  Si no puedes ver la imagen da clic en este enlace   ""Guía de reparación vivienda rural""",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Técnico topógrafo,,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/240,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/ad4381bd-864f-43e1-9c06-102e435778d0.png,,¡Bienvenido! En esta capacitación se explican las técnicas y herramientas que sirven para realizar la topografía de cualquier área de interés con precisión y seguridad. ¡Te deseamos mucho éxito!,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Electricista,,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/367,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/d8283606-6a08-4904-9a9c-155f7d396358.png,,"¡Bienvenido! 
 Con este curso, aprenderás el proceso de trabajo, equipo y medidas de seguridad que debes acatar para asegurar tu salud e integridad física durante los trabajos de instalaciones eléctricas. 
 ¡Te deseamos mucho éxito!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Cimentación de una obra,,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/389,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/fe2c6556-d9c4-4228-9250-84ee63a57f68.png,,"¡Bienvenido! Con este curso, identificarás el proceso de trabajo, equipo y medidas de seguridad que debes acatar para asegurar tu salud e integridad física durante los trabajos de cimentación de una obra. ¡Te deseamos mucho éxito!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Diseño de interiores,,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/390,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/f0fc8ac7-7939-4dc5-8f78-43bbd389688f.png,,"Los espacios interiores son de gran importancia para nuestro bienestar, incluso pueden prevenir enfermedades. Por eso, su diseño debe hacerse con profesionalismo, empeño y responsabilidad. Inicia este curso y aprende a mejorar estética y saludablemente los espacios.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Soldador industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100157,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/4982fa37-3568-4c0e-8ec2-58d68f29b9f9.png,,"¡Bienvenido! 
 Aprende a soldar metales cuidando tu salud y el medio ambiente con el curso de soldador industrial.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Operador de camión de volteo,,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100679,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/b954b26c-552a-42cb-8a1d-b90ec532472d.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Autoconstrucción de vivienda antihuracanes,,,,,,,,,,,,,,,,,,,,,,,,,,,Construcción,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100689,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/0110f036-d086-464a-a09e-baff6ee9b419.png,,,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Armador de arneses eléctricos,,,,,,,,,,,,,,,,,,,,,,,,,,,Industria,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/64,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/fdb03dc7-c026-4c75-a552-540d9331ee37.png,,"¡Bienvenido! 
 El ensamblador de arneses eléctricos es la persona que construye las diferentes configuraciones de cables que lleva por dentro un automóvil y se desempeña en las fábricas certificadas por IATF 16949. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Operador de máquinas de corte,,,,,,,,,,,,,,,,,,,,,,,,,,,Industria,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/65,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/1fb0b3cd-2e0d-4aa6-8244-32a040869e3e.png,,"¡Bienvenido! 
 Prepárate para aprender a realizar tareas relacionadas con el corte, validación y acomodo de cable para su utilización en otros procesos de producción. 
 ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Jefe de mantenimiento,,,,,,,,,,,,,,,,,,,,,,,,,,,Industria,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/99,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/54e41352-e9e4-4567-8ecb-cb12b039f50f.png,,¡Bienvenido al curso de jefe de mantenimiento!,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Auxiliar Operativo,,,,,,,,,,,,,,,,,,,,,,,,,,,Industria,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/152,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/4528ebcb-7145-46d4-a92b-3d349621afb5.png,,"Esta capacitación te ofrece las bases para desempeñarte como Auxiliar operativo, en cualquier tipo de industria para contribuir al logro de un equipo de trabajo.  
 Aprenderás a desempeñarte de forma organizada y correcta con la dinámica y la disciplina que requieren las áreas operativas, así como las exigencias que requiere la industria.  
 ¡Te deseamos éxito!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Supervisor de operaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,Industria,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/155,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/5d6d94f2-6288-4817-ab0f-73cc5259c24a.png,,"Esta capacitación te ofrece las bases para desempeñarte como Supervisor de operaciones, en cualquier tipo de industria para asegurar, en conjunto con el equipo de trabajo, el logro de las metas asignadas.   
 Aprenderás a implemplementar y desarrollar tu liderazgo de manera organizada, con la disciplina que requieren las áreas operativas, así como las exigencias de la industria.  
 ¡Te deseamos éxito!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Manufactura de proximidad (nearshoring),,,,,,,,,,,,,,,,,,,,,,,,,,,Industria,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100323,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/58b21b7f-c21b-4505-b707-f3eed98da706.png,,Identifica las características de la estrategia empresarial conocida como  nearshoring.,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Seguridad para trabajos en alturas,,,,,,,,,,,,,,,,,,,,,,,,,,,Industria,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100676,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/c4c9c27e-a8be-4a3a-9c2e-ce53bc33483b.png,,¡Bienvenido! En este curso conocerás las herramientas que te permitirán desempeñarte de forma segura para desarrollar actividades en altura.,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Uso de equipo de protección personal,,,,,,,,,,,,,,,,,,,,,,,,,,,Industria,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100677,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/7541b880-1f05-4068-b6d6-589735be8327.png,,¡Bienvenido! En este curso conocerás las condiciones y características correctas del EPP que te permitirán protegerte de forma segura para desarrollar actividades en cualquier sector e industria.,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Introducción al mantenimiento industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,Industria,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100678,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/a9761769-d4a4-4c39-9ff8-6ba4ddecd593.png,,¡Bienvenido! En esta capacitación aprenderás  los elementos indispensables para entender el mantenimiento industrial. ¡Te deseamos mucho éxito!,0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Buenas prácticas de documentación,,,,,,,,,,,,,,,,,,,,,,,,,,,Industria,,,,,,,,,Beginner,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100680,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/fafa7891-0bde-4f6a-a20d-3d663cec6b34.png,,"¡Bienvenido! 
 En esta capacitación te adentrarás en el mundo de la gestión documental y buenas prácticas de documentación para mejorar la calidad en tu centro de trabajo. ¡Suerte en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Señalización de tuberías en la industria,,,,,,,,,,,,,,,,,,,,,,,,,,,Industria,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100694,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/aa8b7e94-feb0-4473-861b-ecdc1fbde104.png,,"¡Bienvenido! 
    En esta capacitación aplicarás la normativa vigente sobre señalización industrial y marcaje de tuberías. Identificarás los colores, símbolos y señales de seguridad para comunicar riesgos asociados a fluidos y tuberías para proteger al personal y verificar el cumplimiento en tu entorno laboral. 
    ¡Éxito en tu capacitación!",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Técnico en desmote de algodón,,,,,,,,,,,,,,,,,,,,,,,,,,,Industria,,,,,,,,,Intermediate,,,,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,USD,,,,https://aprende.org/cursos/view/100851,,,,,,,,,,,,https://fsvc.capacitateparaelempleo.org/CapacitateFS/coursesImages/faa63c5c-99b6-426a-935b-4742955aacad.png,,"¡Bienvenido! 
 Con este curso serás capaz de operar las máquinas de desmote de forma segura para separar la fibra de algodón de las semillas y otras impurezas, asegurando la calidad del algodón que se usa para la fabricación de hilos y telas.  Aprende 365, contigo en todo momento.",0.0,,,,,,,,,,,,Aprende,,,,,,,,,,,,,True,,,,,,,,,
